Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,SO,58223,,ivory carvings,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,SO,3,,ivory carvings,,,I
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,SO,2,,ivory carvings,,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,6285,,ivory carvings,g,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,1230,,ivory carvings,g,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,30,,ivory carvings,kg,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,5,,ivory carvings,kg,,I
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,3,,ivory carvings,kg,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,9241,,ivory carvings,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,TZ,62,,ivory carvings,,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,850,,ivory carvings,g,,I
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,250,,ivory carvings,g,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,133,,ivory carvings,kg,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,50114,,ivory carvings,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,614,,ivory carvings,,,I
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,6,,ivory carvings,,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,6480,,ivory carvings,g,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,1250,,ivory carvings,g,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,460,,ivory carvings,kg,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,9,,ivory carvings,kg,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,156639,,ivory carvings,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,2404,,ivory carvings,,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,,5,tusks,kg,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,382,,tusks,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,3,,tusks,,,I
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZA,2,,unspecified,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,11895,,ivory carvings,g,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,1460,,ivory carvings,g,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,154,,ivory carvings,kg,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,6,,ivory carvings,kg,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,207679,,ivory carvings,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,216,,ivory carvings,,,I
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZM,3708,,ivory carvings,,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZW,408,,ivory carvings,,T,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,ZW,2,,ivory carvings,,,
1988,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,HK,ZM,,15,skins,m2,T,
1988,II,Phalcoboenus australis,Aves,Falconiformes,Falconidae,Phalcoboenus,SG,HK,GB,1,,live,,Z,C
1988,II,Phalcoboenus australis,Aves,Falconiformes,Falconidae,Phalcoboenus,SG,HK,GB,,1,live,,,C
1988,II,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,JP,HK,BR,1,,leather products (small),,T,
1988,II,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,SA,HK,XX,,1,skins,,,
1988,II,Leopardus wiedii,Mammalia,Carnivora,Felidae,Leopardus,SA,HK,XX,,1,skins,,,
1988,II,Leopardus wiedii,Mammalia,Carnivora,Felidae,Leopardus,US,HK,XX,4,,garments,,,I
1988,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,JP,HK,CA,2,1,garments,,T,
1988,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,US,HK,CA,2,,garments,,T,
1988,II,Lynx lynx,Mammalia,Carnivora,Felidae,Lynx,GB,HK,SU,,76,skins,,T,
1988,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,JP,HK,CA,11,2,garments,,T,
1988,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,JP,HK,US,8,4,garments,,T,
1988,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,JP,HK,US,4,,skins,,T,
1988,II,Heliopora spp.,Anthozoa,Helioporacea,Helioporidae,Heliopora,US,HK,XX,4,,carvings,,,I
1988,II,Nycticebus coucang,Mammalia,Primates,Lorisidae,Nycticebus,CN,HK,XX,8,8,live,,,
1988,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,JP,HK,TH,14,5,skins,,T,
1988,II,Moschus spp.,Mammalia,Artiodactyla,Moschidae,Moschus,JP,HK,XX,,88,musk,kg,T,
1988,II,Moschus spp.,Mammalia,Artiodactyla,Moschidae,Moschus,KR,HK,XX,,2,musk,kg,T,
1988,II,Moschus spp.,Mammalia,Artiodactyla,Moschidae,Moschus,US,HK,XX,,10,musk,kg,T,
1988,II,Moschus moschiferus,Mammalia,Artiodactyla,Moschidae,Moschus,FR,HK,SU,,13,musk,kg,T,
1988,II,Moschus moschiferus,Mammalia,Artiodactyla,Moschidae,Moschus,FR,HK,SU,14,,musk,kg,,
1988,II,Moschus moschiferus,Mammalia,Artiodactyla,Moschidae,Moschus,JP,HK,SU,,17,musk,kg,T,
1988,II,Moschus moschiferus,Mammalia,Artiodactyla,Moschidae,Moschus,SG,HK,SU,,1,musk,kg,T,
1988,II,Lontra canadensis,Mammalia,Carnivora,Mustelidae,Lontra,CN,HK,CA,,1011,skins,,T,
1988,II,Lontra canadensis,Mammalia,Carnivora,Mustelidae,Lontra,CN,HK,US,,4179,skins,,T,
1988,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,CH,HK,,2,,live,shipments,,A
1988,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,IT,HK,,580,,live,,T,A
1988,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,US,HK,,28,,live,,,I
1988,II,Paphiopedilum spp.,,Orchidales,Orchidaceae,Paphiopedilum,AU,HK,,1766,,live,,T,A
1988,II,Paphiopedilum spp.,,Orchidales,Orchidaceae,Paphiopedilum,BM,HK,,120,,live,,P,
1988,II,Paphiopedilum spp.,,Orchidales,Orchidaceae,Paphiopedilum,US,HK,,2971,,live,,T,A
1988,II,Paphiopedilum armeniacum,,Orchidales,Orchidaceae,Paphiopedilum,AU,HK,,80,,live,,T,A
1988,II,Paphiopedilum callosum,,Orchidales,Orchidaceae,Paphiopedilum,AU,HK,,100,,live,,T,A
1988,II,Paphiopedilum malipoense,,Orchidales,Orchidaceae,Paphiopedilum,AU,HK,,85,,live,,T,A
1988,II,Pleione spp.,,Orchidales,Orchidaceae,Pleione,DE,HK,XX,70,,live,,,I
1988,II,Arctocephalus spp.,Mammalia,Carnivora,Otariidae,Arctocephalus,US,HK,XX,10655,,derivatives,,,I
1988,II,Paradisaea minor,Aves,Passeriformes,Paradisaeidae,Paradisaea,US,HK,PG,,2,live,,Z,
1988,II,Paradisaea minor,Aves,Passeriformes,Paradisaeidae,Paradisaea,US,HK,PG,2,,live,,,
1988,II,Paradisaea raggiana,Aves,Passeriformes,Paradisaeidae,Paradisaea,DE,HK,,,1,live,,Z,C
1988,II,Paradisaea raggiana,Aves,Passeriformes,Paradisaeidae,Paradisaea,SG,HK,,1,,live,,Z,C
1988,II,Argusianus argus,Aves,Galliformes,Phasianidae,Argusianus,CN,HK,US,,2,live,,T,C
1988,II,Argusianus argus,Aves,Galliformes,Phasianidae,Argusianus,CN,HK,,2,,live,,,
1988,II,Argusianus argus,Aves,Galliformes,Phasianidae,Argusianus,PK,HK,,,1,live,,Z,C
1988,II,Argusianus argus,Aves,Galliformes,Phasianidae,Argusianus,ZA,HK,,1,1,live,,Z,C
1988,II,Polyplectron bicalcaratum,Aves,Galliformes,Phasianidae,Polyplectron,CN,HK,US,,2,live,,T,C
1988,II,Polyplectron bicalcaratum,Aves,Galliformes,Phasianidae,Polyplectron,CN,HK,,2,,live,,,
1988,II,Polyplectron bicalcaratum,Aves,Galliformes,Phasianidae,Polyplectron,MY,HK,,,4,live,,Z,C
1988,II,Polyplectron bicalcaratum,Aves,Galliformes,Phasianidae,Polyplectron,PK,HK,,,2,live,,Z,C
1988,II,Polyplectron bicalcaratum,Aves,Galliformes,Phasianidae,Polyplectron,ZA,HK,,4,4,live,,Z,C
1988,II,Polyplectron germaini,Aves,Galliformes,Phasianidae,Polyplectron,PK,HK,,,3,live,,Z,C
1988,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,CN,HK,,2,,live,,,
1988,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,GB,HK,TW,2,2,live,,P,C
1988,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,GB,HK,AR,2,1,live,,P,
1988,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,GB,HK,AR,,1,live,,T,
1988,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,GB,HK,XX,1,,live,,P,
1988,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,SG,HK,SG,1,,live,,Z,
1988,II,Amazona autumnalis,Aves,Psittaciformes,Psittacidae,Amazona,SG,HK,XX,,1,live,,,
1988,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,GB,HK,XX,1,,live,,P,
1988,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,GB,HK,XX,,1,live,,T,C
1988,II,Aratinga acuticaudata,Aves,Psittaciformes,Psittacidae,Aratinga,GB,HK,XX,1,,live,,P,
1988,II,Aratinga mitrata,Aves,Psittaciformes,Psittacidae,Aratinga,GB,HK,XX,1,,live,,P,
1988,II,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,CN,HK,XX,,4,live,,,
1988,II,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,CN,HK,,4,,live,,,
1988,II,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,CN,HK,XX,,5,live,,,
1988,II,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,CN,HK,,5,,live,,,
1988,II,Psittacula himalayana,Aves,Psittaciformes,Psittacidae,Psittacula,CN,HK,XX,,1,live,,,
1988,II,Psittacula himalayana,Aves,Psittaciformes,Psittacidae,Psittacula,CN,HK,,1,,live,,,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,HK,XX,1,,live,,P,
1988,II,Python spp.,Reptilia,Serpentes,Pythonidae,Python,US,HK,CN,4,,skin pieces,,,I
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CN,HK,XX,,19,live,,,
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CN,HK,,25,,live,,,
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,IT,HK,TH,,8,skins,,T,
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,NL,HK,TH,,2429,skins,,T,
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,TH,250,,leather products (small),,T,
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,TH,539,539,skins,,T,
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,,5100,,live,,T,
1988,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,,7,,leather products (small),,T,
1988,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,JP,HK,ID,10,10,skins,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,ES,HK,TH,,8,skins,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,HK,TH,4292,1264,skins,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,IT,HK,XX,2,,leather products (small),,P,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,JP,HK,ID,1723,,leather products (small),,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,JP,HK,ID,702,702,skins,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,JP,HK,ID,396,,leather items,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,NL,HK,TH,,619,skins,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,NL,HK,TH,619,,skins,,,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,ID,1,,leather products (small),,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,ID,1,,shoes,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,ID,,30,skins,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,ID,30,,skin pieces,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,TH,48,,leather products (small),,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,TH,144,,shoes,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,XX,2,,leather products (small),,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,XX,3,,leather items,,T,
1988,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,ZA,HK,ID,,10,skins,,T,
1988,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,ES,HK,SN,45,,leather items,,T,
1988,II,Rhea americana albescens,Aves,Rheiformes,Rheidae,Rhea,JP,HK,AR,10,,skins,,T,
1988,II,Glaucidium cuculoides,Aves,Strigiformes,Strigidae,Glaucidium,GB,HK,XX,,1,bodies,,,
1988,II,Pecari tajacu,Mammalia,Artiodactyla,Tayassuidae,Pecari,US,HK,AR,25,,leather products (small),,T,
1988,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,TW,HK,AR,,22284,skins,,T,
1988,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,FR,HK,AR,31400,,leather products (small),,,
1988,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,AR,21063,,leather products (small),,T,
1988,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,3000,,leather products (small),,T,
1988,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,4,,shoes,,,
1988,II,Tupinambis spp.,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,1,,leather items,,,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,CH,HK,AR,70,,leather products (small),,,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,CH,HK,AR,5,,shoes,,,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,DE,HK,AR,77165,,leather products (small),,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,ES,HK,AR,1400,,leather products (small),,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,ES,HK,AR,,35,skins,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,HK,XX,1,,leather products (small),,P,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,HK,XX,1,,leather products (small),,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,HK,XX,3,,shoes,,P,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,HK,XX,2400,,skins,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,HK,XX,6,,leather items,,P,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,HK,,2,,shoes,,P,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,JP,HK,AR,1450,,leather products (small),,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,JP,HK,AR,24,,shoes,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,JP,HK,AR,5,5,skins,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,TW,HK,AR,,23750,skins,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,AR,177323,,leather products (small),,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,AR,363,,shoes,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,AR,1550,50,skins,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,AR,49719,,leather items,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,BO,30,,leather items,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,10503,,leather products (small),,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,2,,shoes,,T,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,4,,shoes,,,
1988,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,US,HK,XX,2,,leather items,,T,
1988,II,Tridacnidae spp.,Bivalvia,Veneroida,Tridacnidae,,US,HK,PH,20,,carvings,,,I
1988,II,Ursus spp.,Mammalia,Carnivora,Ursidae,Ursus,US,HK,XX,2700,,derivatives,,,I
1988,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,CN,HK,XX,,1,skins,,,
1988,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,US,HK,PH,8,,leather items,,,I
1988,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,3,,leather products (small),,,
1988,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,2,,shoes,,,I
1988,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,1,,leather items,,T,
1988,II,Varanus spp.,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,1,,leather items,,,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,ES,HK,SN,,4,skins,,T,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,FR,HK,NG,200,,leather products (small),,,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,GB,HK,NG,64,,leather products (small),,T,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,IT,HK,SD,,78,skins,,T,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,JP,HK,ID,500,,leather products (small),,T,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,JP,HK,ML,349,,leather products (small),,T,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,JP,HK,NG,488,,leather products (small),,T,
1988,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,US,HK,NG,2123,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CH,HK,ID,197969,,leather products (small),,,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CH,HK,PH,3000,,leather products (small),,,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CH,HK,TH,75718,,leather products (small),,,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CN,HK,XX,,1,live,,,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,DE,HK,ID,2400,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,ES,HK,TH,,12,skins,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,GB,HK,ID,1255,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,GB,HK,TH,1268,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,IT,HK,ID,,470,skins,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,ID,2746,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,ID,1,,shoes,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,ID,336,109,skins,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,ML,18,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,NG,1978,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,TD,715,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,TH,220,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,HK,TH,6,,leather items,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,SE,HK,TH,4405,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,TW,HK,XX,,9489,skins,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,ID,177013,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,ID,59,,skins,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,ID,12262,,leather items,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,ID,48,,unspecified,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,PH,5400,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,TH,64570,,leather products (small),,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,TH,5081,,shoes,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,TH,1538,,leather items,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,TH,480,,skin pieces,,T,
1988,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,HK,XX,20,,leather products (small),,T,
1988,II,Antipatharia spp.,Anthozoa,Antipatharia,,,US,HK,US,3,,carvings,,T,
1988,II,Antipatharia spp.,Anthozoa,Antipatharia,,,US,HK,XX,128,,carvings,,,I
1988,II,Antipatharia spp.,Anthozoa,Antipatharia,,,US,HK,XX,2,,unspecified,,,I
1988,II,Cetacea spp.,Mammalia,Cetacea,,,GB,HK,XX,,4,meat,g,,
1988,II,Cetacea spp.,Mammalia,Cetacea,,,US,HK,XX,4,,derivatives,,,
1988,II,Cetacea spp.,Mammalia,Cetacea,,,US,HK,XX,2,,leather items,,,I
1988,II,Crocodylia spp.,Reptilia,Crocodylia,,,GB,HK,XX,2,,leather products (small),,P,
1988,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,DE,HK,CN,4552,,leather products (small),,T,
1988,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,DE,HK,,1008,,leather products (small),,T,
1988,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,US,HK,CN,98,,skin pieces,,T,
1988,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,US,HK,IN,1380,,skins,m2,T,
1988,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,US,HK,IN,25,,unspecified,,T,
1988,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,US,HK,PK,109,,leather items,,T,
1988,III,Bubalus arnee,Mammalia,Artiodactyla,Bovidae,Bubalus,US,HK,TH,188,,carvings,,T,
1988,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,US,HK,CN,45,,leather products (small),,T,
1988,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,US,HK,CN,1864,,shoes,,T,
1988,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,US,HK,ID,226,,leather items,,T,
1988,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,US,HK,TH,2630,,leather items,,T,
1988,III,Cerberus rynchops,Reptilia,Serpentes,Colubridae,Cerberus,US,HK,TW,1,,leather items,,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,CH,HK,CN,3390,,shoes,,,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,CH,HK,XX,6,,shoes,,,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,DE,HK,CN,161,,leather products (small),,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,DE,HK,CN,320,,shoes,,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,DE,HK,TH,650,,skins,,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,ES,HK,,1000,,skins,,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,GB,HK,CN,24,,live,,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,GB,HK,CN,6683,,leather products (small),,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,GB,HK,CN,28286,,shoes,,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,GB,HK,CN,7134,,leather items,,T,
1988,III,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,US,HK,CN,58413,,garments,,T,
